Generation,Stage,Prey_Fitness,Predator_Fitness,Avg_Prey_Energy,Prey_Starved,Prey_Eaten,Avg_Food_Collected,Avg_Predator_Energy,Pred_Starved,Resource_Depletion_Events,Resource_Depleted_Ticks
182,2,1418.8781380561165,168.53527271498282,42.46599999999569,0.5,5.233333333333333,180.66666666666666,194.50699999999694,0.0,3.5,969.0
183,2,1343.2921021925254,179.1939121043123,44.0773333333291,2.0,5.433333333333334,183.73333333333335,214.44799999999634,0.0,3.5,951.5
184,2,1379.825416415278,153.87914511623094,36.94866666666246,2.5,4.933333333333334,163.33333333333331,178.8869999999969,0.5,3.5,829.0
185,2,1329.301627840082,182.44848773668608,37.812999999995654,1.5,5.5,163.39999999999998,220.24999999999667,0.0,3.5,973.0
186,2,1388.930102146665,169.9656011693677,41.885666666662644,1.5,5.133333333333333,175.7,204.83299999999542,0.0,3.5,950.0
187,2,1374.0288340624186,179.5141328256333,44.63066666666274,1.5,5.366666666666667,186.66666666666666,219.03599999999693,0.0,4.0,995.5
188,2,1276.818688494707,187.20091289053073,40.980999999995994,2.0,5.766666666666667,173.5,217.80799999999772,0.0,3.5,976.0
189,2,1079.576695274443,207.01338019072935,33.73766666666263,3.5,6.533333333333333,148.06666666666666,231.52799999999877,0.0,3.0,900.0
190,2,1144.8357415635655,205.54545174625713,33.0033333333292,2.0,6.433333333333334,147.06666666666666,233.1549999999982,0.0,3.0,887.5
191,2,1223.2040702161685,181.67099337501142,30.17799999999614,4.0,5.6,145.63333333333333,211.6069999999975,0.0,3.0,879.0
192,2,1247.590337738343,183.842801147941,32.60733333332915,3.0,5.566666666666666,145.73333333333335,219.81799999999635,0.0,3.0,888.5
193,2,1322.7865773401093,168.13196823063922,37.95866666666231,3.0,5.1,160.13333333333333,201.2299999999971,0.0,3.0,900.0
194,2,1323.8236851860204,165.97249290027554,29.983666666662643,2.0,5.166666666666667,137.63333333333333,190.7769999999955,0.0,2.5,746.0
195,2,1444.7503858999166,157.3156499878909,40.26066666666212,1.0,4.866666666666666,169.93333333333334,182.44699999999568,0.0,3.5,927.5
196,2,1334.0762442290736,175.02708229545286,38.27866666666219,1.5,5.433333333333334,163.33333333333331,201.9389999999965,0.0,3.5,868.0
197,2,1318.2377981320801,190.22885015178778,41.461333333328824,0.5,5.933333333333334,176.89999999999998,218.0779999999971,0.0,3.5,990.0
198,2,1365.7947680528982,181.9491201199247,44.931999999995284,0.5,5.666666666666667,185.33333333333331,208.9279999999959,0.0,3.5,936.0
199,2,1352.2490308531571,183.33108224134423,43.9956666666624,1.0,5.6,183.73333333333335,217.53999999999695,0.0,3.5,900.5
200,2,1321.2499406006223,176.68786575149477,36.91366666666259,2.0,5.366666666666667,160.86666666666667,211.94099999999747,0.0,3.0,829.0
